Aug. 2, 2019   08:39:01,,
Chronopotentiometry,,,
File: f:\Data Source:  Experiment,,,
Instrument Model:  CHI660E,,,
Header: ,,,
Note: ,,,
Cathodic Current (A) = 1.5e-3,,,
Anodic Current (A) = 1.5e-3,,,
Init P/N = P,,,
Data Storage Interval (s) = 1.6,,,
High E Limit (V) = 0.8,,,
Low E Limit (V) = 0,,,
Cathodic Time (s) = 10,,,
Anodic Time (s) = 10,,,
Current Switching Polarity = Potential,,,
Segment = 1e+4,,,
Time/sec, Potential/V,,
72.90559816,0.140064552,,
73.40559815,0.136147991,,
73.90559813,0.132250011,,
74.40559812,0.128366634,,
74.90559811,0.124501936,,
75.4055981,0.120652802,,
75.90559808,0.116827749,,
76.40559807,0.113015048,,
76.90559806,0.109211251,,
77.40559804,0.105421096,,
77.90559803,0.101661801,,
78.40559802,0.097918399,,
78.90559801,0.094193347,,
79.40559799,0.090488359,,
79.90559798,0.086799271,,
80.40559797,0.083141886,,
80.90559796,0.079506755,,
81.40559794,0.075894184,,
81.90559793,0.07230787,,
82.40559792,0.0687382,,
82.90559791,0.065198116,,
83.40559789,0.061687369,,
83.90559788,0.058205172,,
84.40559787,0.054741334,,
84.90559786,0.051308531,,
85.40559784,0.047897562,,
85.90559783,0.044517558,,
86.40559782,0.041156251,,
86.9055978,0.037831292,,
87.40559779,0.034527048,,
87.90559778,0.031249521,,
88.40559777,0.027989315,,
88.90559775,0.024760632,,
89.40559774,0.021563457,,
89.90559773,0.018401667,,
90.40559772,0.015250199,,
90.9055977,0.012125157,,
91.40559769,0.009025872,,
91.90559768,0.005955881,,
92.40559767,0.002915257,,
92.63059766,0.000723958,,
93.13059765,0.028234858,,
93.63059763,0.036423728,,
94.13059762,0.043271106,,
94.63059761,0.049611993,,
95.1305976,0.055643156,,
95.63059758,0.061439168,,
96.13059757,0.067074433,,
96.63059756,0.072581373,,
97.13059755,0.077977762,,
97.63059753,0.083296172,,
98.13059752,0.088543624,,
98.63059751,0.093741454,,
99.1305975,0.098883614,,
99.63059748,0.103988357,,
100.1305975,0.109074518,,
100.6305975,0.114129178,,
101.1305974,0.119156815,,
101.6305974,0.124173068,,
102.1305974,0.129187867,,
102.6305974,0.134185955,,
103.1305974,0.139171883,,
103.6305974,0.144157976,,
104.1305974,0.149139315,,
104.6305974,0.154117987,,
105.1305973,0.159088835,,
105.6305973,0.164063931,,
106.1305973,0.169044599,,
106.6305973,0.174024388,,
107.1305973,0.178993762,,
107.6305973,0.183975175,,
108.1305973,0.188964024,,
108.6305973,0.19394958,,
109.1305972,0.198939085,,
109.6305972,0.2039361,,
110.1305972,0.208951086,,
110.6305972,0.21397157,,
111.1305972,0.219005138,,
111.6305972,0.224061102,,
112.1305972,0.229138955,,
112.6305972,0.234232724,,
113.1305971,0.239351884,,
113.6305971,0.244508505,,
114.1305971,0.249701351,,
114.6305971,0.254914343,,
115.1305971,0.260172069,,
115.6305971,0.265483558,,
116.1305971,0.270827562,,
116.6305971,0.276215822,,
117.130597,0.281659931,,
117.630597,0.287173331,,
118.130597,0.292740941,,
118.630597,0.298377544,,
119.130597,0.304107308,,
119.630597,0.309916943,,
120.130597,0.315811753,,
120.630597,0.321817011,,
121.1305969,0.327954352,,
121.6305969,0.334217966,,
122.1305969,0.340635121,,
122.6305969,0.347239375,,
123.1305969,0.354034156,,
123.6305969,0.361073673,,
124.1305969,0.368405849,,
124.6305969,0.376062751,,
125.1305968,0.384127438,,
125.6305968,0.392660201,,
126.1305968,0.401736677,,
126.6305968,0.411425948,,
127.1305968,0.421783507,,
127.6305968,0.432840586,,
128.1305968,0.444619954,,
128.6305968,0.457085997,,
129.1305967,0.470221162,,
129.6305967,0.483975559,,
130.1305967,0.498278588,,
130.6305967,0.513034225,,
131.1305967,0.528167307,,
131.6305967,0.543598413,,
132.1305967,0.559254766,,
132.6305966,0.575087428,,
133.1305966,0.591057062,,
133.6305966,0.607113957,,
134.1305966,0.623220682,,
134.6305966,0.639288247,,
135.1305966,0.655214846,,
135.6305966,0.670876324,,
136.1305966,0.686125934,,
136.6305965,0.700831711,,
137.1305965,0.714898586,,
137.6305965,0.728327096,,
138.1305965,0.741153061,,
138.6305965,0.753465354,,
139.1305965,0.765408933,,
139.6305965,0.777117014,,
140.1305965,0.788730741,,
140.3605965,0.797232568,,
140.8605964,0.713808656,,
141.3605964,0.651779473,,
141.8605964,0.608123541,,
142.3605964,0.571799099,,
142.8605964,0.539929807,,
143.3605964,0.510978281,,
143.8605964,0.48415789,,
144.3605964,0.459213108,,
144.8605963,0.43616423,,
145.3605963,0.415183216,,
145.8605963,0.396389395,,
146.3605963,0.379805923,,
146.8605963,0.365310788,,
147.3605963,0.352696955,,
147.8605963,0.341681063,,
148.3605963,0.331997722,,
148.8605962,0.323371857,,
149.3605962,0.315590769,,
149.8605962,0.308465689,,
150.3605962,0.301814198,,
150.8605962,0.295556307,,
151.3605962,0.289595157,,
151.8605962,0.283845812,,
152.3605962,0.27828151,,
152.8605961,0.272859365,,
153.3605961,0.267551929,,
153.8605961,0.262327939,,
154.3605961,0.257199705,,
154.8605961,0.252151906,,
155.3605961,0.247168466,,
155.8605961,0.242239192,,
156.360596,0.237379998,,
156.860596,0.232584208,,
157.360596,0.227838397,,
157.860596,0.223137736,,
158.360596,0.218493596,,
158.860596,0.213903576,,
159.360596,0.209363297,,
159.860596,0.204862982,,
160.3605959,0.200409785,,
160.8605959,0.196003079,,
161.3605959,0.191636279,,
161.8605959,0.187305838,,
162.3605959,0.183009848,,
162.8605959,0.178760871,,
163.3605959,0.174549296,,
163.8605959,0.170368731,,
164.3605958,0.166215017,,
164.8605958,0.162098557,,
165.3605958,0.158007607,,
165.8605958,0.153952658,,
166.3605958,0.149921075,,
166.8605958,0.145917416,,
167.3605958,0.141933247,,
167.8605958,0.137981579,,
168.3605957,0.134048283,,
168.8605957,0.130132556,,
169.3605957,0.126226917,,
169.8605957,0.122352667,,
170.3605957,0.118494548,,
170.8605957,0.11465773,,
171.3605957,0.110826291,,
171.8605957,0.107015267,,
172.3605956,0.10322088,,
172.8605956,0.099451631,,
173.3605956,0.095706046,,
173.8605956,0.091976747,,
174.3605956,0.088267453,,
174.8605956,0.084582932,,
175.3605956,0.080929972,,
175.8605956,0.077305503,,
176.3605955,0.073697202,,
176.8605955,0.070115305,,
177.3605955,0.066557698,,
177.8605955,0.06303443,,
178.3605955,0.059539922,,
178.8605955,0.056075394,,
179.3605955,0.052633412,,
179.8605955,0.049217705,,
180.3605954,0.045833342,,
180.8605954,0.042480189,,
181.3605954,0.039156094,,
181.8605954,0.035858449,,
182.3605954,0.032590289,,
182.8605954,0.029338652,,
183.3605954,0.02611126,,
183.8605954,0.022921802,,
184.3605953,0.019767003,,
184.8605953,0.016629558,,
185.3605953,0.013523707,,
185.8605953,0.010442175,,
186.3605953,0.007390692,,
186.8605953,0.004366437,,
187.3283953,0.001462923,,
187.8283953,0.028281266,,
188.3283952,0.036468431,,
188.8283952,0.043305941,,
189.3283952,0.049638212,,
189.8283952,0.055658847,,
190.3283952,0.061450552,,
190.8283952,0.067074634,,
191.3283952,0.072572321,,
191.8283952,0.077963568,,
192.3283951,0.083269864,,
192.8283951,0.088507243,,
193.3283951,0.093695663,,
193.8283951,0.098832853,,
194.3283951,0.103934549,,
194.8283951,0.109012894,,
195.3283951,0.114070393,,
195.8283951,0.119097151,,
196.328395,0.124112532,,
196.828395,0.129122347,,
197.328395,0.134126186,,
197.828395,0.139110565,,
198.328395,0.144098535,,
198.828395,0.14908503,,
199.328395,0.154071689,,
199.828395,0.159051999,,
200.3283949,0.16403228,,
200.8283949,0.169018269,,
201.3283949,0.174003989,,
201.8283949,0.178986952,,
202.3283949,0.183978155,,
202.8283949,0.188979551,,
203.3283949,0.193982467,,
203.8283949,0.198985994,,
204.3283948,0.204005077,,
204.8283948,0.20903863,,
205.3283948,0.214082256,,
205.8283948,0.219135419,,
206.3283948,0.224221244,,
206.8283948,0.229331464,,
207.3283948,0.234456331,,
207.8283947,0.2396148,,
208.3283947,0.244807869,,
208.8283947,0.250041306,,
209.3283947,0.255308658,,
209.8283947,0.26061514,,
210.3283947,0.265977681,,
210.8283947,0.271385908,,
211.3283947,0.276836842,,
211.8283946,0.282351702,,
212.3283946,0.287941337,,
212.8283946,0.293595284,,
213.3283946,0.299331427,,
213.8283946,0.305171371,,
214.3283946,0.311097234,,
214.8283946,0.317130923,,
215.3283946,0.323297352,,
215.8283945,0.329607069,,
216.3283945,0.336071253,,
216.8283945,0.342732459,,
217.3283945,0.349611968,,
217.8283945,0.356738329,,
218.3283945,0.364177346,,
218.8283945,0.371969283,,
219.3283945,0.380194068,,
219.8283944,0.388937563,,
220.3283944,0.398258507,,
220.8283944,0.408253133,,
221.3283944,0.418955892,,
221.8283944,0.430420786,,
222.3283944,0.442636937,,
222.8283944,0.455588698,,
223.3283944,0.469227791,,
223.8283943,0.48351419,,
224.3283943,0.498345912,,
224.8283943,0.51363641,,
225.3283943,0.529291213,,
225.8283943,0.545234382,,
226.3283943,0.561391115,,
226.8283943,0.577724338,,
227.3283943,0.594179332,,
227.8283942,0.61071521,,
228.3283942,0.627270758,,
228.8283942,0.643736303,,
229.3283942,0.660006344,,
229.8283942,0.675905526,,
230.3283942,0.69127959,,
230.8283942,0.70600152,,
231.3283942,0.720018864,,
231.8283941,0.733336091,,
232.3283941,0.746041775,,
232.8283941,0.758266926,,
233.3283941,0.770144463,,
233.8283941,0.781836629,,
234.3283941,0.79348433,,
234.3545941,0.799629092,,
234.8545941,0.713276267,,
235.3545941,0.650655448,,
235.854594,0.606539428,,
236.354594,0.569794178,,
236.854594,0.537531614,,
237.354594,0.508199692,,
237.854594,0.48102209,,
238.354594,0.455761731,,
238.854594,0.432468712,,
239.354594,0.411317199,,
239.8545939,0.39245069,,
240.3545939,0.375869006,,
240.8545939,0.361432552,,
241.3545939,0.34891066,,
241.8545939,0.337998062,,
242.3545939,0.328428805,,
242.8545939,0.319901943,,
243.3545939,0.312214732,,
243.8545938,0.305155605,,
244.3545938,0.298567653,,
244.8545938,0.292362183,,
245.3545938,0.286429763,,
245.8545938,0.280709565,,
246.3545938,0.275167584,,
246.8545938,0.269759327,,
247.3545938,0.264456511,,
247.8545937,0.259249479,,
248.3545937,0.254127264,,
248.8545937,0.249086335,,
249.3545937,0.244107679,,
249.8545937,0.239198819,,
250.3545937,0.234356284,,
250.8545937,0.229562342,,
251.3545937,0.224819183,,
251.8545936,0.220132187,,
252.3545936,0.215503916,,
252.8545936,0.210923642,,
253.3545936,0.206385627,,
253.8545936,0.201894313,,
254.3545936,0.197455049,,
254.8545936,0.193059519,,
255.3545935,0.188698381,,
255.8545935,0.18437098,,
256.3545935,0.180086553,,
256.8545935,0.175839618,,
257.3545935,0.171630561,,
257.8545935,0.167444974,,
258.3545935,0.163300782,,
258.8545935,0.15918985,,
259.3545934,0.155105576,,
259.8545934,0.151049465,,
260.3545934,0.1470166,,
260.8545934,0.143011555,,
261.3545934,0.139029548,,
261.8545934,0.135083571,,
262.3545934,0.13114582,,
262.8545934,0.127226144,,
263.3545933,0.123325005,,
263.8545933,0.11944966,,
264.3545933,0.115588956,,
264.8545933,0.11174202,,
265.3545933,0.107914984,,
265.8545933,0.104101785,,
266.3545933,0.10031154,,
266.8545933,0.096546546,,
267.3545932,0.092804216,,
267.8545932,0.089077421,,
268.3545932,0.085375227,,
268.8545932,0.081703044,,
269.3545932,0.078058496,,
269.8545932,0.074436516,,
270.3545932,0.070840165,,
270.8545932,0.067268074,,
271.3545931,0.063729554,,
271.8545931,0.060223494,,
272.3545931,0.056747604,,
272.8545931,0.053293783,,
273.3545931,0.049870003,,
273.8545931,0.04647553,,
274.3545931,0.043111056,,
274.8545931,0.039780021,,
275.354593,0.03647479,,
275.854593,0.033197835,,
276.354593,0.029946988,,
276.854593,0.026724758,,
277.354593,0.02353389,,
277.854593,0.020373479,,
278.354593,0.017246176,,
278.854593,0.014139034,,
279.3545929,0.01105281,,
279.8545929,0.007993883,,
280.3545929,0.004968172,,
280.8545929,0.001973276,,
280.9245929,0.000271012,,
281.4245929,0.028291887,,
281.9245929,0.036474265,,
282.4245929,0.043302208,,
282.9245929,0.049633525,,
283.4245928,0.055652518,,
283.9245928,0.061438929,,
284.4245928,0.067065097,,
284.9245928,0.072559401,,
285.4245928,0.077948876,,
285.9245928,0.08325322,,
286.4245928,0.088493153,,
286.9245928,0.093681589,,
287.4245927,0.098816648,,
287.9245927,0.103918135,,
288.4245927,0.108993694,,
288.9245927,0.114045173,,
289.4245927,0.119075984,,
289.9245927,0.124095462,,
290.4245927,0.129112989,,
290.9245927,0.134120256,,
291.4245926,0.139117107,,
291.9245926,0.144112125,,
292.4245926,0.14910768,,
292.9245926,0.154104158,,
293.4245926,0.159094885,,
293.9245926,0.164089963,,
294.4245926,0.169089511,,
294.9245925,0.174088702,,
295.4245925,0.179081842,,
295.9245925,0.184081599,,
296.4245925,0.189097181,,
296.9245925,0.194117561,,
297.4245925,0.19913508,,
297.9245925,0.204168901,,
298.4245925,0.209218398,,
298.9245924,0.214280531,,
299.4245924,0.219356894,,
299.9245924,0.22446312,,
300.4245924,0.229593426,,
300.9245924,0.234743908,,
301.4245924,0.239923716,,
301.9245924,0.245145664,,
302.4245924,0.250407606,,
302.9245923,0.255700797,,
303.4245923,0.261040419,,
303.9245923,0.266436517,,
304.4245923,0.271879613,,
304.9245923,0.277373493,,
305.4245923,0.282933712,,
305.9245923,0.288573891,,
306.4245923,0.294280916,,
306.9245922,0.300075293,,
307.4245922,0.305984616,,
307.9245922,0.311983705,,
308.4245922,0.318100393,,
308.9245922,0.324365735,,
309.4245922,0.330784261,,
309.9245922,0.337375909,,
310.4245922,0.344184786,,
310.9245921,0.351237833,,
311.4245921,0.35857445,,
311.9245921,0.366261303,,
312.4245921,0.374365479,,
312.9245921,0.382956892,,
313.4245921,0.392125845,,
313.9245921,0.401949465,,
314.4245921,0.412503451,,
314.924592,0.423829079,,
315.424592,0.435927331,,
315.924592,0.448809981,,
316.424592,0.462411314,,
316.924592,0.476692885,,
317.424592,0.491588145,,
317.924592,0.506994069,,
318.424592,0.522800863,,
318.9245919,0.538931489,,
319.4245919,0.555304587,,
319.9245919,0.571879506,,
320.4245919,0.588588238,,
320.9245919,0.6053918,,
321.4245919,0.622240365,,
321.9245919,0.639025927,,
322.4245919,0.655623317,,
322.9245918,0.671864986,,
323.4245918,0.687583983,,
323.9245918,0.702633977,,
324.4245918,0.71693188,,
324.9245918,0.730492949,,
325.4245918,0.743391335,,
325.9245918,0.755755007,,
326.4245918,0.767729402,,
326.9245917,0.779489756,,
327.4245917,0.791168094,,
327.5511917,0.798509538,,
328.0511917,0.712924898,,
328.5511917,0.649870098,,
329.0511917,0.605427563,,
329.5511917,0.568389118,,
330.0511917,0.535849392,,
330.5511916,0.506259739,,
331.0511916,0.478841573,,
331.5511916,0.453367949,,
332.0511916,0.429908603,,
332.5511916,0.408655316,,
333.0511916,0.38974762,,
333.5511916,0.373169363,,
334.0511916,0.358775258,,
334.5511915,0.346315235,,
335.0511915,0.335475653,,
335.5511915,0.325978905,,
336.0511915,0.31752342,,
336.5511915,0.309903264,,
337.0511915,0.302891612,,
337.5511915,0.296351433,,
338.0511915,0.290180832,,
338.5511914,0.28426677,,
339.0511914,0.278569251,,
339.5511914,0.273043543,,
340.0511914,0.267646134,,
340.5511914,0.262343943,,
341.0511914,0.257145256,,
341.5511914,0.252037913,,
342.0511914,0.246999279,,
342.5511913,0.242022574,,
343.0511913,0.237118855,,
343.5511913,0.232282549,,
344.0511913,0.227493271,,
344.5511913,0.222758114,,
345.0511913,0.21808289,,
345.5511913,0.213462725,,
346.0511913,0.208886385,,
346.5511912,0.20435816,,
347.0511912,0.199874714,,
347.5511912,0.195440561,,
348.0511912,0.191046253,,
348.5511912,0.18668814,,
349.0511912,0.182369038,,
349.5511912,0.178088859,,
350.0511912,0.173854142,,
350.5511911,0.169643477,,
351.0511911,0.165463507,,
351.5511911,0.161320284,,
352.0511911,0.15721114,,
352.5511911,0.153130025,,
353.0511911,0.149074286,,
353.5511911,0.145043269,,
354.0511911,0.141040638,,
354.551191,0.13706553,,
355.051191,0.133107319,,
355.551191,0.129170209,,
356.051191,0.125243068,,
356.551191,0.121348202,,
357.051191,0.117466293,,
357.551191,0.113601252,,
358.051191,0.109756269,,
358.5511909,0.105922528,,
359.0511909,0.102116153,,
359.5511909,0.098334506,,
360.0511909,0.094571255,,
360.5511909,0.090830714,,
361.0511909,0.087105222,,
361.5511909,0.083411917,,
362.0511909,0.079742201,,
362.5511908,0.076102518,,
363.0511908,0.072485611,,
363.5511908,0.068893485,,
364.0511908,0.065335862,,
364.5511908,0.061809629,,
365.0511908,0.058310848,,
365.5511908,0.054847263,,
366.0511908,0.051409397,,
366.5511907,0.047993675,,
367.0511907,0.044616707,,
367.5511907,0.041267529,,
368.0511907,0.037952006,,
368.5511907,0.034653205,,
369.0511907,0.031383701,,
369.5511907,0.028144957,,
370.0511907,0.024940491,,
370.5511906,0.021764392,,
371.0511906,0.018619331,,
371.5511906,0.015496838,,
372.0511906,0.01240309,,
372.5511906,0.009336676,,
373.0511906,0.006299951,,
373.5511906,0.003294309,,
373.8449906,0.000925637,,
374.3449905,0.028281249,,
374.8449905,0.036466017,,
375.3449905,0.043295018,,
375.8449905,0.049619872,,
376.3449905,0.055633646,,
376.8449905,0.061415706,,
377.3449905,0.067033142,,
377.8449905,0.072530545,,
378.3449904,0.077917352,,
378.8449904,0.083221592,,
379.3449904,0.088464938,,
379.8449904,0.093656428,,
380.3449904,0.098795183,,
380.8449904,0.103897177,,
381.3449904,0.108981997,,
381.8449904,0.114039913,,
382.3449903,0.119077481,,
382.8449903,0.124104775,,
383.3449903,0.129127607,,
383.8449903,0.134139031,,
384.3449903,0.139138862,,
384.8449903,0.144143134,,
385.3449903,0.149141952,,
385.8449903,0.15414466,,
386.3449902,0.159138948,,
386.8449902,0.164140522,,
387.3449902,0.1691508,,
387.8449902,0.174153522,,
388.3449902,0.179154515,,
388.8449902,0.184171632,,
389.3449902,0.18919602,,
389.8449902,0.194219187,,
390.3449901,0.199247211,,
390.8449901,0.204289749,,
391.3449901,0.209354401,,
391.8449901,0.214424059,,
392.3449901,0.219522327,,
392.8449901,0.224636957,,
393.3449901,0.229787365,,
393.8449901,0.23495841,,
394.34499,0.240158141,,
394.84499,0.245398015,,
395.34499,0.250675529,,
395.84499,0.255991012,,
396.34499,0.261357784,,
396.84499,0.266783386,,
397.34499,0.27224803,,
397.8449899,0.277771622,,
398.3449899,0.283366799,,
398.8449899,0.289041877,,
399.3449899,0.294790298,,
399.8449899,0.300633848,,
400.3449899,0.30659318,,
400.8449899,0.312649965,,
401.3449899,0.31883055,,
401.8449898,0.32516852,,
402.3449898,0.331668586,,
402.8449898,0.338353574,,
403.3449898,0.345284522,,
403.8449898,0.352468461,,
404.3449898,0.359969258,,
404.8449898,0.367858976,,
405.3449898,0.376190901,,
405.8449897,0.385064304,,
406.3449897,0.394561023,,
406.8449897,0.404769093,,
407.3449897,0.415731847,,
407.8449897,0.427503437,,
408.3449897,0.440064371,,
408.8449897,0.453405738,,
409.3449897,0.467466414,,
409.8449896,0.482203335,,
410.3449896,0.497508287,,
410.8449896,0.513291001,,
411.3449896,0.529445112,,
411.8449896,0.545893073,,
412.3449896,0.562563539,,
412.8449896,0.579416573,,
413.3449896,0.596385479,,
413.8449895,0.613427639,,
414.3449895,0.630464375,,
414.8449895,0.647367716,,
415.3449895,0.663994849,,
415.8449895,0.680149198,,
416.3449895,0.695659041,,
416.8449895,0.710416794,,
417.3449895,0.72439003,,
417.8449894,0.737639844,,
418.3449894,0.750267982,,
418.8449894,0.762436748,,
419.3449894,0.774300516,,
419.8449894,0.786020994,,
420.1893894,0.795913398,,
420.6893894,0.71259892,,
421.1893894,0.649212182,,
421.6893893,0.604525447,,
422.1893893,0.567267478,,
422.6893893,0.5345245,,
423.1893893,0.504737675,,
423.6893893,0.477131963,,
424.1893893,0.451504946,,
424.6893893,0.42792502,,
425.1893893,0.406595945,,
425.6893892,0.387659609,,
426.1893892,0.371090233,,
426.6893892,0.356732339,,
427.1893892,0.344322383,,
427.6893892,0.333543003,,
428.1893892,0.324098796,,
428.6893892,0.315697819,,
429.1893892,0.308111548,,
429.6893891,0.301129788,,
430.1893891,0.294632465,,
430.6893891,0.288479537,,
431.1893891,0.282583565,,
431.6893891,0.276899397,,
432.1893891,0.27138561,,
432.6893891,0.26598978,,
433.1893891,0.260699272,,
433.689389,0.255506575,,
434.189389,0.250398219,,
434.689389,0.245364904,,
435.189389,0.240404084,,
435.689389,0.235505775,,
436.189389,0.23067525,,
436.689389,0.225894645,,
437.189389,0.2211674,,
437.6893889,0.216495618,,
438.1893889,0.211885199,,
438.6893889,0.207312584,,
439.1893889,0.202788845,,
439.6893889,0.198315874,,
440.1893889,0.193884015,,
440.6893889,0.18949154,,
441.1893889,0.185136795,,
441.6893888,0.180819765,,
442.1893888,0.176543742,,
442.6893888,0.172309369,,
443.1893888,0.168101758,,
443.6893888,0.163924322,,
444.1893888,0.159786925,,
444.6893888,0.155680358,,
445.1893888,0.151600525,,
445.6893887,0.147540778,,
446.1893887,0.143513069,,
446.6893887,0.139507294,,
447.1893887,0.13552922,,
447.6893887,0.131569758,,
448.1893887,0.127623051,,
448.6893887,0.12370871,,
449.1893887,0.119808443,,
449.6893886,0.115931258,,
450.1893886,0.112069219,,
450.6893886,0.108221442,,
451.1893886,0.104390435,,
451.6893886,0.100587532,,
452.1893886,0.096804507,,
452.6893886,0.093038626,,
453.1893886,0.089295372,,
453.6893885,0.085574105,,
454.1893885,0.081882797,,
454.6893885,0.078221053,,
455.1893885,0.074584417,,
455.6893885,0.070978992,,
456.1893885,0.067391165,,
456.6893885,0.063836612,,
457.1893885,0.060313907,,
457.6893884,0.056830775,,
458.1893884,0.053366929,,
458.6893884,0.049931146,,
459.1893884,0.046528764,,
459.6893884,0.043160472,,
460.1893884,0.039815091,,
460.6893884,0.036506869,,
461.1893883,0.033225358,,
461.6893883,0.029965162,,
462.1893883,0.026734222,,
462.6893883,0.023541605,,
463.1893883,0.020372303,,
463.6893883,0.017243603,,
464.1893883,0.014140161,,
464.6893883,0.011052728,,
465.1893882,0.007995862,,
465.6893882,0.004972358,,
466.1893882,0.001976724,,
466.2607882,0.000277878,,
466.7607882,0.028304622,,
467.2607882,0.036487319,,
467.7607882,0.043313239,,
468.2607882,0.049639426,,
468.7607882,0.055649504,,
469.2607881,0.061428953,,
469.7607881,0.06704881,,
470.2607881,0.072547592,,
470.7607881,0.077933282,,
